Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
Mad City: Chapter 1,Schwifty Studios,Ages 13+,1949,13792,4.7M+,Not Supported,Supported,9/27/2024,10/1/2024,28,N/A,8475,681,https://www.roblox.com/games/91282350711571/Mad-City-Chapter-1?gameSearchSessionInfo=ed9aace6-99e0-4e27-893c-c348a8e79337&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91282350711571&amp;position=0&amp;universeId=6605251156,11/6/2024 23:19
Mad City: Chapter 2,Schwifty Studios,Ages 9+,971,5841720,2.5B+,Supported,Not Supported,12/3/2017,10/1/2024,32,Action,1M+,363K+,https://www.roblox.com/games/1224212277/Mad-City-Chapter-2?gameSearchSessionInfo=4878f69f-1d89-4440-97dd-7ebe0752e8c2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1224212277&amp;position=0&amp;universeId=498490399,11/6/2024 23:19
Madi's Wardrobe,@sinhaleseunit,Ages 9+,539,22486,2.8M+,Not Supported,Not Supported,7/6/2024,10/27/2024,1,N/A,8798,1860,https://www.roblox.com/games/18352669816/Madis-Wardrobe?gameSearchSessionInfo=e8fa7b17-a65a-4b73-89e2-ae349791fdd9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18352669816&amp;position=0&amp;universeId=6221790572,11/6/2024 23:19
Mall Tycoon,Grandma's Favourite Games,All Ages,514,1228301,398.3M+,Not Supported,Not Supported,9/26/2020,2/12/2024,6,Simulation,389K+,28K+,https://www.roblox.com/games/5736409216/Mall-Tycoon?gameSearchSessionInfo=cd2b25b0-c90d-43f5-9518-550e3ebc8248&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5736409216&amp;position=0&amp;universeId=2033913602,11/6/2024 23:19
Math Answer or Die,BlueFishStudio,All Ages,891,130602,241.2M+,Not Supported,Not Supported,2/6/2023,4/14/2024,8,Party &amp; Casual,47K+,12K+,https://www.roblox.com/games/12398414727/Math-Answer-or-Die?gameSearchSessionInfo=9d692c75-c31c-446c-b1b6-93ac94ca2ccd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12398414727&amp;position=0&amp;universeId=4362911786,11/6/2024 23:19
Math Tower Race,Team Ry LLC,All Ages,2712,45655,56.4M+,Supported,Not Supported,5/22/2024,11/3/2024,8,Party &amp; Casual,25K+,2979,https://www.roblox.com/games/17571821642/Math-Tower-Race?gameSearchSessionInfo=dac313fc-032b-4112-91fb-be300d03e17e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17571821642&amp;position=0&amp;universeId=6015491985,11/6/2024 23:19
Meme Race 😂 ,Box7! Studios,All Ages,556,230174,6.9M+,Not Supported,Not Supported,8/3/2024,11/6/2024,24,Simulation,15K+,698,https://www.roblox.com/games/18778623849/Meme-Race?gameSearchSessionInfo=27a97c09-4595-49f4-8ee2-6cbb0394556f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18778623849&amp;position=0&amp;universeId=6362207891,11/6/2024 23:19
Mental [HORROR],RootPart Studios,All Ages,250,2125316,22.6M+,Supported,Not Supported,4/4/2024,10/26/2024,15,Survival,63K+,12K+,https://www.roblox.com/games/16998468076/Mental-HORROR?gameSearchSessionInfo=6f480fde-af75-4311-b093-0e7fcb0ac2e0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16998468076&amp;position=0&amp;universeId=5831596678,11/6/2024 23:19
Midnight Motel [HORROR],the m devs,All Ages,324,125909,24.5M+,Supported,Supported,5/20/2024,10/7/2024,44,Survival,71K+,7328,https://www.roblox.com/games/17553681767/Midnight-Motel-HORROR?gameSearchSessionInfo=e9a47d3a-a4ea-468b-bc39-3eff6e0ab5c3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17553681767&amp;position=0&amp;universeId=6008939468,11/6/2024 23:19
Midnight Station [HORROR],Elevated Horror,All Ages,643,649329,49.8M+,Supported,Supported,6/4/2024,11/6/2024,25,Adventure,72K+,7898,https://www.roblox.com/games/17726852848/Midnight-Station-HORROR?gameSearchSessionInfo=1c94417a-deef-49c8-aa75-0f474d711bb8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17726852848&amp;position=0&amp;universeId=6071712615,11/6/2024 23:19
WONDERLAND 64,@ThesillytrainYT,All Ages,14,450,32.6K+,Not Supported,Not Supported,9/10/2024,11/6/2024,64,N/A,95,16,https://www.roblox.com/games/111854558071677/WONDERLAND-64?gameSearchSessionInfo=940893b8-bb14-4936-91ec-ac649c7607a5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=111854558071677&amp;position=0&amp;universeId=6535202135,11/6/2024 23:19
Money Clicker Inc,AA Simulators,All Ages,834,11089,2.7M+,Not Supported,Supported,7/9/2024,11/1/2024,16,Simulation,5019,920,https://www.roblox.com/games/18408132742/Money-Clicker-Inc?gameSearchSessionInfo=94fbc29b-701f-4677-92b6-53f71496160e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18408132742&amp;position=0&amp;universeId=6239989165,11/6/2024 23:19
Money Simulator Z,AA Simulators,All Ages,2491,38000,8.5M+,Not Supported,Not Supported,7/16/2023,11/2/2024,12,Simulation,27K+,1766,https://www.roblox.com/games/14082247421/Money-Simulator-Z?gameSearchSessionInfo=837cb340-4c02-4c74-9a44-15c46d68e4ee&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14082247421&amp;position=0&amp;universeId=4876245392,11/6/2024 23:20
Monster [HORROR],Astra's Army,All Ages,127,43652,2.8M+,Supported,Supported,7/18/2024,10/11/2024,15,Adventure,9564,2276,https://www.roblox.com/games/18540132601/Monster-HORROR?gameSearchSessionInfo=9da98fef-40a8-487a-9fd2-bab58c3d27f4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18540132601&amp;position=0&amp;universeId=6281662204,11/6/2024 23:20
Monster Slayer [UP2],Starverse Games,All Ages,2127,4707,3.1M+,Supported,Not Supported,1/27/2024,11/6/2024,8,N/A,2415,445,https://www.roblox.com/games/16125758204/Monster-Slayer-UP2?gameSearchSessionInfo=81f6ea62-b44a-47a1-9205-50b4be66c6d4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16125758204&amp;position=0&amp;universeId=5572135204,11/6/2024 23:20
Mo's Academy,@SamsonXVI,All Ages,693,139207,134.4M+,Supported,Not Supported,2/25/2022,12/6/2023,50,Adventure,25K+,10K+,https://www.roblox.com/games/8929050629/Mos-Academy?gameSearchSessionInfo=8a696fb1-ffa5-4c60-b9e6-0c21848d5142&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8929050629&amp;position=0&amp;universeId=3371147486,11/6/2024 23:20
MPS 4-a-side,MPS Studiоs,All Ages,186,271184,30.2M+,Supported,Not Supported,5/14/2023,10/14/2024,8,Sports &amp; Racing,13K+,2918,https://www.roblox.com/games/13436905139/MPS-4-a-side?gameSearchSessionInfo=4b4848e5-0887-4f31-ac01-372e670593b8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13436905139&amp;position=0&amp;universeId=4675711088,11/6/2024 23:20
Multicrew Tank Combat 4,Grand Hawk Studios,Ages 9+,1817,188225,48.2M+,Supported,Supported,5/2/2022,11/2/2024,48,Action,69K+,13K+,https://www.roblox.com/games/9520328730/Multicrew-Tank-Combat-4?gameSearchSessionInfo=098d7e59-63ff-49e0-b7dd-af202f8871ab&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9520328730&amp;position=0&amp;universeId=3546912119,11/6/2024 23:20
Murder Drones: Reassembled  [RP] BETA ,Silvereye Studios,All Ages,394,73144,13.0M+,Not Supported,Not Supported,5/6/2023,11/4/2024,25,Roleplay &amp; Avatar Sim,21K+,1196,https://www.roblox.com/games/13358869778/Murder-Drones-Reassembled-RP-BETA?gameSearchSessionInfo=9c949f2d-af90-40a9-b8f6-bc8fb328c00c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13358869778&amp;position=0&amp;universeId=4652129092,11/6/2024 23:20
Murder Party,PlayMake,All Ages,620,1050067,694.0M+,Not Supported,Not Supported,8/25/2020,5/11/2023,12,Survival,257K+,71K+,https://www.roblox.com/games/5611648039/Murder-Party?gameSearchSessionInfo=8e65dd2e-47a7-42b7-9c1b-dbb5558b3466&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5611648039&amp;position=0&amp;universeId=1964570867,11/6/2024 23:20
My Little Pony Tycoon,SouperCat Games,Ages 9+,919,72590,13.0M+,Supported,Not Supported,8/27/2024,11/1/2024,8,Simulation,12K+,1118,https://www.roblox.com/games/135777599621393/My-Little-Pony-Tycoon?gameSearchSessionInfo=23891812-cb23-4003-aa9e-c3308de6e216&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=135777599621393&amp;position=0&amp;universeId=6476128956,11/6/2024 23:20
My Perfect School,ObbyCode,All Ages,881,7969,14.4M+,Supported,Supported,7/30/2024,11/6/2024,6,Simulation,1357,2383,https://www.roblox.com/games/18719269843/My-Perfect-School?gameSearchSessionInfo=9b9ef6aa-33da-4ef0-9ed7-1e0bfe5bb8a3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18719269843&amp;position=0&amp;universeId=6342764942,11/6/2024 23:20
My Pet Rock,Googly Games!,All Ages,768,22763,6.4M+,Not Supported,Supported,10/4/2024,11/6/2024,20,N/A,6069,3014,https://www.roblox.com/games/91232956735357/My-Pet-Rock?gameSearchSessionInfo=317db771-05d3-4e0a-b74b-9f19260b4532&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91232956735357&amp;position=0&amp;universeId=6631166683,11/6/2024 23:20
My Prison,Windburst,All Ages,1347,460724,120.1M+,Supported,Supported,7/5/2022,11/3/2024,6,Simulation,159K+,25K+,https://www.roblox.com/games/10118504428/My-Prison?gameSearchSessionInfo=3bf3651e-5a70-45f8-915e-82509812839d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10118504428&amp;position=0&amp;universeId=3717250353,11/6/2024 23:21
Name or Die,Ming's Pick,All Ages,466,57299,52.4M+,Supported,Not Supported,11/15/2023,9/21/2024,16,Party &amp; Casual,16K+,5092,https://www.roblox.com/games/15355959882/Name-or-Die?gameSearchSessionInfo=9fbfc276-0451-4828-8401-60ab1dedc1f2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15355959882&amp;position=0&amp;universeId=5296714803,11/6/2024 23:21
Naval Warfare,@l_11I,Ages 9+,964,1134489,448.8M+,Supported,Not Supported,8/13/2018,10/31/2024,60,Shooter,327K+,40K+,https://www.roblox.com/games/2210085102/Naval-Warfare?gameSearchSessionInfo=196f2761-d953-4e62-99b1-b8849d7cf4ce&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2210085102&amp;position=0&amp;universeId=770538576,11/6/2024 23:21
NEW🌟 Horse Life 🐎,Sonar Studios,All Ages,4899,1312626,114.1M+,Not Supported,Not Supported,12/21/2023,11/6/2024,45,Roleplay &amp; Avatar Sim,298K+,9039,https://www.roblox.com/games/15696848933/NEW-Horse-Life?gameSearchSessionInfo=ef763df0-537a-4e91-ae44-9b7bb1439171&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15696848933&amp;position=0&amp;universeId=5422546686,11/6/2024 23:21
Nitro Car 🎃,@TypStef,All Ages,1450,3131593,54.1M+,Supported,Supported,5/23/2024,11/6/2024,10,Simulation,14K+,1988,https://www.roblox.com/games/17581668152/Nitro-Car?gameSearchSessionInfo=328ffade-e18a-418c-8e43-3231a556614e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17581668152&amp;position=0&amp;universeId=6019027471,11/6/2024 23:21
Noobs in Combat v5.6,Scuffed projects,All Ages,399,207300,156.4M+,Not Supported,Not Supported,9/25/2020,10/13/2024,150,Strategy,77K+,10K+,https://www.roblox.com/games/5734383673/Noobs-in-Combat-v5-6?gameSearchSessionInfo=c0d52fcc-09d9-4b04-95f0-11ccf6b7af68&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5734383673&amp;position=0&amp;universeId=2033000034,11/6/2024 23:21
شاليه هات وهات,@karzmh_15,All Ages,1,2,12.1K+,Not Supported,Supported,9/29/2024,9/30/2024,13,N/A,3,14,https://www.roblox.com/games/108884694306944/unnamed?gameSearchSessionInfo=1ad5fec6-a946-4d36-855e-8650ee4f477e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=108884694306944&amp;position=0&amp;universeId=6612189406,11/6/2024 23:21
Obby but you are spiderman,Cool Little Games,All Ages,1005,2392,2.3M+,Not Supported,Supported,9/30/2024,11/3/2024,12,N/A,371,1068,https://www.roblox.com/games/108344741852360/Obby-but-you-are-spiderman?gameSearchSessionInfo=fc021751-0e28-4ed2-9915-8717cb9f165a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=108344741852360&amp;position=0&amp;universeId=6617237015,11/6/2024 23:21
Obby But You Can't Jump,Super Obbys :3,All Ages,707,15615470,311.1M+,Supported,Not Supported,5/3/2023,10/8/2024,25,Obby &amp; Platformer,117K+,25K+,https://www.roblox.com/games/13326256431/Obby-But-You-Cant-Jump?gameSearchSessionInfo=f3412029-e6f2-4128-acc0-782896e599ef&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13326256431&amp;position=0&amp;universeId=4642134795,11/6/2024 23:21
Ohio. 🎃,DevvGames,Ages 9+,1564,367112,205.9M+,Supported,Supported,8/12/2021,11/5/2024,40,Action,370K+,42K+,https://www.roblox.com/games/7239319209/Ohio?gameSearchSessionInfo=aacc6c23-c9d3-4c50-ab81-ce30882d8cfa&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7239319209&amp;position=0&amp;universeId=2820580801,11/6/2024 23:21
Order Up!,@TXYW1,All Ages,15,25458,2.0M+,Supported,Supported,12/25/2023,10/16/2024,40,Simulation,3059,526,https://www.roblox.com/games/15743235834/Order-Up?gameSearchSessionInfo=ccc16101-9e29-454c-a148-c29d67f94662&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15743235834&amp;position=0&amp;universeId=5440357767,11/6/2024 23:21
Paradise 🏠 RP,Cazeby,All Ages,2660,8721937,300.0M+,Supported,Supported,5/13/2023,11/5/2024,20,Roleplay &amp; Avatar Sim,117K+,12K+,https://www.roblox.com/games/13421266463/Paradise-RP?gameSearchSessionInfo=c83e6672-aff0-462c-b528-cac4802760ad&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13421266463&amp;position=0&amp;universeId=4671010462,11/6/2024 23:21
PET PARTY 🎉,club XOX,All Ages,2300,194095,411.3M+,Not Supported,Not Supported,11/8/2022,11/5/2024,21,Roleplay &amp; Avatar Sim,73K+,27K+,https://www.roblox.com/games/11497119928/PET-PARTY?gameSearchSessionInfo=5f4f01dd-40aa-4ba1-a929-f1029990bb73&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11497119928&amp;position=0&amp;universeId=4086773669,11/6/2024 23:22
Pet Simulator 99! 🌍,BIG Games Pets,All Ages,57913,1496715,1.5B+,Supported,Not Supported,2/5/2022,11/4/2024,10,Simulation,2M+,107K+,https://www.roblox.com/games/8737899170/Pet-Simulator-99?gameSearchSessionInfo=741c1507-4089-48a4-b2ac-80e89ba908dd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8737899170&amp;position=0&amp;universeId=3317771874,11/6/2024 23:22
Phenom,@Strafing,All Ages,32,159823,101.1M+,Supported,Not Supported,1/22/2017,7/18/2024,8,Sports &amp; Racing,39K+,12K+,https://www.roblox.com/games/623694595/Phenom?gameSearchSessionInfo=db60cf80-b7ba-4e4a-92e8-cac232a87ff8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=623694595&amp;position=0&amp;universeId=255862868,11/6/2024 23:22
PHIGHTING! [ALPHA],boggio,Ages 9+,375,256725,28.8M+,Not Supported,Not Supported,7/23/2021,11/2/2024,12,Action,96K+,6281,https://www.roblox.com/games/7138009149/PHIGHTING-ALPHA?gameSearchSessionInfo=18208197-7d7c-4e76-a859-489f512a620b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7138009149&amp;position=0&amp;universeId=2765784373,11/6/2024 23:22
Pick a Slide [Backrooms],@Chukles82,Ages 9+,770,3671708,118.1M+,Not Supported,Not Supported,10/18/2022,6/17/2024,20,Party &amp; Casual,18K+,14K+,https://www.roblox.com/games/11309393788/Pick-a-Slide-Backrooms?gameSearchSessionInfo=d49902c2-ef6c-43eb-8b06-77b3c757db65&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11309393788&amp;position=0&amp;universeId=4028801234,11/6/2024 23:22
Pilfering Pirates,@Pseudosuper,Ages 9+,3295,1226257,880.1M+,Supported,Not Supported,12/19/2020,11/6/2024,20,Action,241K+,45K+,https://www.roblox.com/games/6104994594/Pilfering-Pirates?gameSearchSessionInfo=d571d30b-eb76-4d29-ad89-17d6722b0259&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6104994594&amp;position=0&amp;universeId=2220495353,11/6/2024 23:22
Pixel Tower Defense,Red Spyder,All Ages,1375,187028,22.4M+,Supported,Supported,1/11/2024,11/6/2024,24,Strategy,74K+,2654,https://www.roblox.com/games/15939808257/Pixel-Tower-Defense?gameSearchSessionInfo=2042a6e1-5cfc-42b2-a55c-e48d2aaf6b42&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15939808257&amp;position=0&amp;universeId=5511527237,11/6/2024 23:22
PLS DONATE BUT INFINITE 💸,FE!N Studio,All Ages,789,7007147,77.5M+,Supported,Supported,10/5/2023,11/1/2024,24,Social,154K+,8454,https://www.roblox.com/games/14966088789/PLS-DONATE-BUT-INFINITE?gameSearchSessionInfo=e44d3d77-4db2-4b4c-9943-d90badda77ad&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14966088789&amp;position=0&amp;universeId=5155400378,11/6/2024 23:22
Pop It Trading ✨,club XOX,All Ages,1258,2122027,729.8M+,Not Supported,Not Supported,8/28/2021,11/6/2024,22,Simulation,198K+,47K+,https://www.roblox.com/games/7346416636/Pop-It-Trading?gameSearchSessionInfo=c1ba0e4b-894c-4b29-8041-b248c10cb86e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7346416636&amp;position=0&amp;universeId=2865535599,11/6/2024 23:22
Power-Up Soccer,Maestro Mind,All Ages,734,8384,1.9M+,Supported,Supported,1/30/2024,11/3/2024,12,Sports &amp; Racing,1379,313,https://www.roblox.com/games/16166969448/Power-Up-Soccer?gameSearchSessionInfo=d6159dc5-ff33-4c67-b89c-4c93e0359519&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16166969448&amp;position=0&amp;universeId=5584539805,11/6/2024 23:22
PRANK THE TEACHER 🤮,FAIR GAMES STUDIO,Ages 9+,642,1042566,11.2M+,Not Supported,Supported,6/24/2024,11/5/2024,15,N/A,10K+,1670,https://www.roblox.com/games/18191470976/PRANK-THE-TEACHER?gameSearchSessionInfo=01aef9a6-34e4-452f-af13-faa4f8599fa7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18191470976&amp;position=0&amp;universeId=6167577993,11/6/2024 23:22
Pressure Wash Simulator 2,Small World Games - Tycoons!,All Ages,792,165444,57.4M+,Supported,Not Supported,11/16/2022,8/13/2024,8,Simulation,284K+,14K+,https://www.roblox.com/games/11572573905/Pressure-Wash-Simulator-2?gameSearchSessionInfo=4fa76c9d-5b58-468f-b78b-75f2a87dc3cf&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11572573905&amp;position=0&amp;universeId=4107674683,11/6/2024 23:22
Prison Life,@Aesthetical,Ages 9+,813,5545822,2.4B+,Not Supported,Not Supported,5/2/2014,2/8/2024,24,Roleplay &amp; Avatar Sim,1M+,224K+,https://www.roblox.com/games/155615604/Prison-Life?gameSearchSessionInfo=c29f1071-abd6-486f-b0a3-08576406637b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=155615604&amp;position=0&amp;universeId=73885730,11/6/2024 23:23
Public Bathroom Simulator,@tallywally,Ages 13+,640,845454,471.1M+,Not Supported,Supported,5/12/2018,10/25/2024,10,Social,210K+,45K+,https://www.roblox.com/games/1758401491/Public-Bathroom-Simulator?gameSearchSessionInfo=fe6d916d-ab06-4961-b564-051b560b5b63&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1758401491&amp;position=0&amp;universeId=654747275,11/6/2024 23:23
Pull a Sword,xFrozen Obbys,All Ages,6822,389528,217.8M+,Not Supported,Not Supported,6/22/2023,11/6/2024,8,Simulation,985K+,25K+,https://www.roblox.com/games/13827198708/Pull-a-Sword?gameSearchSessionInfo=49c34716-a2b6-4d7b-8fd7-3a5bc23958ce&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13827198708&amp;position=0&amp;universeId=4795326392,11/6/2024 23:23
Pull Up Simulator,Mega Simulator Games!,All Ages,1515,5790872,81.3M+,Not Supported,Not Supported,10/16/2023,10/31/2024,10,Simulation,477K+,10K+,https://www.roblox.com/games/15080129700/Pull-Up-Simulator?gameSearchSessionInfo=0230763e-abed-4daf-9e8b-a37674ab2b7a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15080129700&amp;position=0&amp;universeId=5196146334,11/6/2024 23:23
Put A Finger Down!,Vue Interactive,All Ages,107,160429,40.6M+,Not Supported,Not Supported,1/3/2022,8/23/2024,6,Party &amp; Casual,24K+,5780,https://www.roblox.com/games/8434554277/Put-A-Finger-Down?gameSearchSessionInfo=8682c4fc-4829-491a-a42a-1b975e1c1358&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8434554277&amp;position=0&amp;universeId=3225982262,11/6/2024 23:23
Racing With Cars,Abdimaalik122 group,All Ages,22,317,1.3M+,Supported,Supported,4/20/2023,10/26/2024,15,Simulation,76,102,https://www.roblox.com/games/13185436872/Racing-With-Cars?gameSearchSessionInfo=7bf627a3-972b-4027-ae73-a06abd1f4dbd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13185436872&amp;position=0&amp;universeId=4600125442,11/6/2024 23:23
Radiant Residents,@UmmmOkayWhat,Ages 9+,321,438731,89.5M+,Supported,Not Supported,7/4/2023,11/3/2024,50,Survival,94K+,9126,https://www.roblox.com/games/13950108612/Radiant-Residents?gameSearchSessionInfo=4a7a277d-9a78-4a9b-9c02-ac0ab16a1181&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13950108612&amp;position=0&amp;universeId=4834449429,11/6/2024 23:23
Rags To Riches🤑,Keep On Rising Studios,All Ages,484,8788,1.3M+,Supported,Supported,7/31/2024,11/6/2024,20,N/A,20K+,632,https://www.roblox.com/games/18726327858/Rags-To-Riches?gameSearchSessionInfo=8eac0977-c78f-41ce-8832-265a32c6cebc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18726327858&amp;position=0&amp;universeId=6345078528,11/6/2024 23:23
Randomizer,TheBuliderMC's Group!,Ages 9+,772,606511,130.5M+,Supported,Not Supported,7/8/2020,11/6/2024,20,Action,216K+,46K+,https://www.roblox.com/games/5307215810/Randomizer?gameSearchSessionInfo=129917e5-9f45-4527-a48e-d58834dd6f6d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5307215810&amp;position=0&amp;universeId=1858442722,11/6/2024 23:23
Rate My Avatar,Names Are Not Important,All Ages,808,461276,286.0M+,Supported,Not Supported,4/21/2021,1/28/2023,50,Social,188K+,36K+,https://www.roblox.com/games/6708206173/Rate-My-Avatar?gameSearchSessionInfo=530bb363-94d3-4522-b57a-3c00618449ba&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6708206173&amp;position=0&amp;universeId=2533050278,11/6/2024 23:23
Ray's Mod,dreamy™,Ages 13+,489,843170,241.1M+,Supported,Not Supported,5/1/2020,11/1/2024,25,Simulation,250K+,33K+,https://www.roblox.com/games/4967465336/Rays-Mod?gameSearchSessionInfo=a73ba154-fe20-4ff1-8fd0-52ba011515f4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4967465336&amp;position=0&amp;universeId=1707552920,11/6/2024 23:23
Realistic Ragdoll Physics,@DozenGarlic,Ages 9+,1036,383215,271.9M+,Supported,Supported,1/27/2021,11/6/2024,50,Simulation,92K+,19K+,https://www.roblox.com/games/6305582775/Realistic-Ragdoll-Physics?gameSearchSessionInfo=5a08ac78-a1db-441c-9109-fad3f4f3b88a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6305582775&amp;position=0&amp;universeId=2327461601,11/6/2024 23:23
Nuclear Bunker Survival Simulator,KAYO Group,All Ages,3547,140109,1.9M+,Supported,Supported,10/21/2024,11/6/2024,8,N/A,37K+,754,https://www.roblox.com/games/124108327472853/Nuclear-Bunker-Survival-Simulator?gameSearchSessionInfo=8441698f-ed1e-486e-a0c1-0c3104401da7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=124108327472853&amp;position=0&amp;universeId=6703279389,11/6/2024 23:23
