Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
Last To Leave,Boomerang Studios,All Ages,1846,469737,504.9M+,Not Supported,Not Supported,12/21/2021,10/15/2024,60,Party &amp; Casual,154K+,62K+,https://www.roblox.com/games/8305160617/Last-To-Leave?gameSearchSessionInfo=2f8a86c5-cd0f-408c-b9bc-6d1241b5ed48&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8305160617&amp;position=0&amp;universeId=3183742847,11/10/2024 0:05
Drive it! [2 Player Obby] 🎃,density.,All Ages,2944,120425,25.1M+,Not Supported,Not Supported,9/3/2024,11/8/2024,12,Obby &amp; Platformer,114K+,4004,https://www.roblox.com/games/100831517378953/Drive-it-2-Player-Obby?gameSearchSessionInfo=98f2b80e-1564-4e4f-8336-f75610897cb7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=100831517378953&amp;position=0&amp;universeId=6505212049,11/10/2024 0:05
Censored Chat 2.5 (VC),@Phoenix_maky,All Ages,15,116,72.1K+,Not Supported,Not Supported,10/27/2024,11/8/2024,20,N/A,25,59,https://www.roblox.com/games/123092922210694/Censored-Chat-2-5-VC?gameSearchSessionInfo=3c7718bf-c85c-4889-8fb8-80faddfa5a2a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=123092922210694&amp;position=0&amp;universeId=6725082490,11/10/2024 0:05
UNO!,@Brawler_BS,All Ages,262,517,444.9K+,Not Supported,Not Supported,8/9/2024,11/4/2024,15,Strategy,172,162,https://www.roblox.com/games/18873901978/UNO?gameSearchSessionInfo=745a0882-1e0e-45cb-880b-e7fbac47d41c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=38&amp;page=searchPage&amp;placeId=18873901978&amp;position=0&amp;universeId=6392631300,11/10/2024 0:05
World of Tanks Blitz,@thisgameisobroken,All Ages,0,146,81.1K+,Not Supported,Not Supported,12/23/2020,3/30/2024,14,N/A,107,148,https://www.roblox.com/games/6123594407/World-of-Tanks-Blitz?gameSearchSessionInfo=19990d89-7257-4b3d-bce7-9379dda2ac47&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6123594407&amp;position=0&amp;universeId=2231324319,11/10/2024 0:05
Wild Run,@R9dog,All Ages,0,0,9,Not Supported,Not Supported,5/30/2018,5/30/2018,2,N/A,0,0,https://www.roblox.com/games/1857776444/Wild-Run?gameSearchSessionInfo=0f556787-8e41-4c45-b17e-6932225e54f2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1857776444&amp;position=0&amp;universeId=675812975,11/10/2024 0:05
Parkour Civilization [OBBY] [UPDATE 2],Clueless Experiences,All Ages,383,3181,140.6K+,Not Supported,Not Supported,10/4/2024,11/9/2024,20,N/A,655,843,https://www.roblox.com/games/84425267486152/Parkour-Civilization-OBBY-UPDATE?gameSearchSessionInfo=64fcb455-d44d-4607-8829-d8107feb481b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=84425267486152&amp;position=0&amp;universeId=6631528513,11/10/2024 0:05
Reborn As Swordsman,Weapon Kingdom,Ages 9+,7170,1446801,63.2M+,Not Supported,Not Supported,4/2/2024,11/4/2024,10,Simulation,177K+,5775,https://www.roblox.com/games/16981421605/Reborn-As-Swordsman?gameSearchSessionInfo=33df1140-4e2c-4a1f-aa35-75e8794711ec&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16981421605&amp;position=0&amp;universeId=5827120940,11/10/2024 0:05
Broken Bones IV - Ragdoll Sim,@Zaquille,Ages 9+,5258,4166444,1.2B+,Not Supported,Not Supported,11/8/2018,11/6/2024,30,Simulation,1M+,174K+,https://www.roblox.com/games/2551991523/Broken-Bones-IV-Ragdoll-Sim?gameSearchSessionInfo=bb74cfe2-892a-4058-a507-d9ceb6f53253&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2551991523&amp;position=0&amp;universeId=911750776,11/10/2024 0:05
Shredd The Movie Studio And Production Logos,@harjames15,All Ages,0,7,7432,Not Supported,Not Supported,8/15/2024,11/6/2024,50,N/A,1,0,https://www.roblox.com/games/18958543476/Shredd-The-Movie-Studio-And-Production-Logos?gameSearchSessionInfo=6cf26da7-8204-4089-a943-6cc0378d0fff&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18958543476&amp;position=0&amp;universeId=6421034318,11/10/2024 0:05
[🎃UPDATE] ✈️Cabin Crew Simulator,Cruising Studios,All Ages,3474,758518,220.9M+,Not Supported,Not Supported,6/13/2020,11/2/2024,10,Simulation,271K+,21K+,https://www.roblox.com/games/5171347293/UPDATE-Cabin-Crew-Simulator?gameSearchSessionInfo=9ea8ec43-a523-4618-bcd7-445539c07783&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5171347293&amp;position=0&amp;universeId=1802741133,11/10/2024 0:05
[⭐] Airplane Simulator ,Airplane Interactive,All Ages,1777,500764,168.0M+,Not Supported,Not Supported,6/11/2021,11/9/2024,14,Simulation,210K+,37K+,https://www.roblox.com/games/6938764986/Airplane-Simulator?gameSearchSessionInfo=e1a3161a-849f-4640-9989-e0fb80290e52&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6938764986&amp;position=0&amp;universeId=2655290561,11/10/2024 0:05
Punch Wall Simulator,Punch Wall Sim,All Ages,735,226829,171.8M+,Not Supported,Not Supported,3/21/2023,10/19/2024,7,Simulation,282K+,14K+,https://www.roblox.com/games/12851888521/Punch-Wall-Simulator?gameSearchSessionInfo=c6e60b99-0ea4-4779-9799-fc3ee74c4756&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12851888521&amp;position=0&amp;universeId=4498728505,11/10/2024 0:05
soap,@Clapwave,All Ages,0,14,511,Not Supported,Not Supported,11/14/2020,3/6/2021,50,N/A,19,17,https://www.roblox.com/games/5953417579/soap?gameSearchSessionInfo=dd193ffe-a6cc-4249-8e18-ccc82f88d962&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5953417579&amp;position=0&amp;universeId=2141015833,11/10/2024 0:05
Strength Simulator,Strength Sim,All Ages,1092,37221,53.6M+,Not Supported,Not Supported,6/7/2023,10/19/2024,7,Simulation,22K+,2429,https://www.roblox.com/games/13680982680/Strength-Simulator?gameSearchSessionInfo=d6ae6214-696a-4c66-8b44-2a380484bb47&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13680982680&amp;position=0&amp;universeId=4748460993,11/10/2024 0:05
HELL OF STRAFES,@MaverickHabbo,All Ages,0,0,9,Not Supported,Not Supported,12/13/2023,12/15/2023,50,N/A,1,1,https://www.roblox.com/games/15620321769/HELL-OF-STRAFES?gameSearchSessionInfo=550f17ae-70a0-43de-aaea-3b6d0b3304cd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15620321769&amp;position=0&amp;universeId=5393769000,11/10/2024 0:05
[HALLOWEEN PART 2] 🎃 Hoops Life Basketball🎃,Hoops Life,All Ages,589,217925,118.1M+,Not Supported,Not Supported,9/23/2021,11/1/2024,1,Sports &amp; Racing,80K+,27K+,https://www.roblox.com/games/7540727946/HALLOWEEN-PART-2-Hoops-Life-Basketball?gameSearchSessionInfo=a7045ceb-fe20-4bac-8400-142bbd221f81&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7540727946&amp;position=0&amp;universeId=2931782391,11/10/2024 0:05
🏀 Basketball Stars 3,@Ma1e,All Ages,1349,207486,7.2M+,Not Supported,Not Supported,12/9/2023,11/9/2024,12,Sports &amp; Racing,4798,1337,https://www.roblox.com/games/15583100726/Basketball-Stars-3?gameSearchSessionInfo=5c7e549b-10e6-4897-8d35-25ea023b9aa0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15583100726&amp;position=0&amp;universeId=5379950946,11/10/2024 0:05
[🎃EVENT!] Hoop Simulator! 🏀,Tetra Games,All Ages,861,83859,58.7M+,Not Supported,Not Supported,8/9/2022,10/29/2024,15,Simulation,52K+,4890,https://www.roblox.com/games/10534865425/EVENT-Hoop-Simulator?gameSearchSessionInfo=22c74521-57fe-429f-a630-fa5adda2d691&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10534865425&amp;position=0&amp;universeId=3830335277,11/10/2024 0:05
[X100] Boxing Simulator! 🥊,Tetra Games,Ages 9+,73,648782,123.3M+,Not Supported,Not Supported,10/6/2019,10/21/2024,15,Simulation,392K+,29K+,https://www.roblox.com/games/4058282580/X100-Boxing-Simulator?gameSearchSessionInfo=faeac4b7-eaf1-45b9-aa5e-b056c5aebc9c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4058282580&amp;position=0&amp;universeId=1351278092,11/10/2024 0:05
The Farlands,@crusherfire,All Ages,15,6488,736.9K+,Not Supported,Not Supported,4/16/2024,6/23/2024,50,N/A,4265,385,https://www.roblox.com/games/17166603188/The-Farlands?gameSearchSessionInfo=c4a23bdf-436e-480b-8fc7-e809855ecf93&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17166603188&amp;position=0&amp;universeId=5878573362,11/10/2024 0:05
Among Us,@lucawalker23,All Ages,13,918,1.8M+,Not Supported,Not Supported,4/8/2023,4/8/2023,15,Roleplay &amp; Avatar Sim,157,508,https://www.roblox.com/games/13040748993/Among-Us?gameSearchSessionInfo=beb59b31-7918-4c21-88a7-ae0774a66b00&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13040748993&amp;position=0&amp;universeId=4556810275,11/10/2024 0:05
[UPDATE 2] Skillful ,Slubberdegullion,All Ages,4734,20645,7.9M+,Not Supported,Not Supported,11/2/2022,11/9/2024,10,N/A,21K+,1453,https://www.roblox.com/games/11442626954/UPDATE-2-Skillful?gameSearchSessionInfo=59ce0af7-b824-41d5-8d14-35215925de17&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11442626954&amp;position=0&amp;universeId=4068719857,11/10/2024 0:05
The Lost Mines 👁️ [NEW BADGES!],PixelBit - Studios,All Ages,415,42940,11.2M+,Not Supported,Not Supported,9/16/2023,11/9/2024,40,Survival,10K+,2562,https://www.roblox.com/games/14782959537/The-Lost-Mines-NEW-BADGES?gameSearchSessionInfo=cd89668a-ae6b-43f5-8d86-1de606ad3f34&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14782959537&amp;position=0&amp;universeId=5094968992,11/10/2024 0:05
AeroFlights,@20Gamer24,All Ages,247,14315,4.8M+,Not Supported,Not Supported,1/3/2024,11/7/2024,20,Simulation,3041,1834,https://www.roblox.com/games/15856521419/AeroFlights?gameSearchSessionInfo=bc476e3a-6452-4db3-9153-e1794733add3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15856521419&amp;position=0&amp;universeId=5483156092,11/10/2024 0:05
Survival the Beanos the Killer [OVER 9000 VISITS!],@wolfoon11,All Ages,0,68,10.2K+,Not Supported,Not Supported,4/7/2020,5/20/2022,10,N/A,53,14,https://www.roblox.com/games/4867564294/Survival-the-Beanos-the-Killer-OVER-9000-VISITS?gameSearchSessionInfo=c80d426f-3da6-4a7c-bbf0-81cc465e187a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4867564294&amp;position=0&amp;universeId=1656933860,11/10/2024 0:05
MIC TALK 🎤,Visionary Hub Studios,All Ages,1,16,20.1K+,Not Supported,Not Supported,9/29/2024,10/7/2024,50,N/A,7,5,https://www.roblox.com/games/91398881936244/MIC-TALK?gameSearchSessionInfo=a72ebca2-746b-477a-8e4e-4f4a5527aabc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=37&amp;page=searchPage&amp;placeId=91398881936244&amp;position=0&amp;universeId=6612656849,11/10/2024 0:05
Infinity Football,Infinity Football,All Ages,594,12583,18.1M+,Not Supported,Not Supported,9/30/2023,10/20/2024,14,Sports &amp; Racing,5593,1358,https://www.roblox.com/games/14916849806/Infinity-Football?gameSearchSessionInfo=14042d03-79f4-4470-9879-7e412a551b4e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14916849806&amp;position=0&amp;universeId=5139291800,11/10/2024 0:06
Break In 2 (Story),@Cracky4,Ages 9+,8873,621388,626.4M+,Not Supported,Not Supported,6/26/2023,5/16/2024,55,Adventure,253K+,39K+,https://www.roblox.com/games/13864661000/Break-In-2-Story?gameSearchSessionInfo=1e7601d1-ea44-4a9c-8238-e0f1dbed94ac&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13864661000&amp;position=0&amp;universeId=4807308814,11/10/2024 0:06
[⚒️CRAFT] Football RNG.,Football RNG.,All Ages,3100,60770,52.0M+,Not Supported,Not Supported,5/16/2024,11/10/2024,16,Simulation,38K+,5141,https://www.roblox.com/games/17504117264/EVENT-Football-RNG?gameSearchSessionInfo=0a7de0b9-138d-4142-91a7-0da6ac65e6f5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17504117264&amp;position=0&amp;universeId=5991139138,11/10/2024 0:06
Escape from SmartSchoolBoy9 in Area 51,Yojigen,All Ages,0,41,9353,Not Supported,Not Supported,9/29/2024,9/29/2024,50,N/A,26,10,https://www.roblox.com/games/110004493248585/Escape-from-SmartSchoolBoy9-in-Area-51?gameSearchSessionInfo=bc99b03c-9ed5-4fa7-b822-945c021e901d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=110004493248585&amp;position=0&amp;universeId=6611203177,11/10/2024 0:06
Infinity Realms[Beta],Beta Official Games Group,All Ages,17,2606,109.8K+,Not Supported,Not Supported,10/9/2023,11/1/2024,1,RPG,640,205,https://www.roblox.com/games/15016438905/Infinity-Realms-Beta?gameSearchSessionInfo=bae35295-b504-4bc0-8249-760ea0dfef8f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=39&amp;page=searchPage&amp;placeId=15016438905&amp;position=0&amp;universeId=5171445600,11/10/2024 0:06
1984,@19kami0524,All Ages,0,36,1375,Not Supported,Not Supported,11/28/2022,1/23/2023,1,N/A,41,4,https://www.roblox.com/games/11690276480/1984?gameSearchSessionInfo=c27eddfd-62eb-4a13-afdf-df629dab82aa&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11690276480&amp;position=0&amp;universeId=4141462202,11/10/2024 0:06
Halt,@robloxwongsub,All Ages,0,23,16.3K+,Not Supported,Not Supported,10/26/2022,10/30/2022,100,N/A,25,22,https://www.roblox.com/games/11384083557/Halt?gameSearchSessionInfo=5651c7e8-ad41-4a76-87b6-0c7ae7e58e55&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11384083557&amp;position=0&amp;universeId=4050641524,11/10/2024 0:06
Boxing League,kenami,Ages 9+,908,1103290,553.1M+,Not Supported,Not Supported,8/27/2019,9/4/2024,5,Sports &amp; Racing,311K+,77K+,https://www.roblox.com/games/3738091713/Boxing-League?gameSearchSessionInfo=c41f64d9-188e-4a8c-a840-30fd54a9e7ce&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3738091713&amp;position=0&amp;universeId=1294246302,11/10/2024 0:06
House of Garage Doors,@gtb_1083,All Ages,11,992,397.8K+,Not Supported,Not Supported,6/29/2023,11/8/2024,15,N/A,197,73,https://www.roblox.com/games/13895288594/House-of-Garage-Doors?gameSearchSessionInfo=cfab59ee-7b11-458b-b22d-f1d6cc7876d4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13895288594&amp;position=0&amp;universeId=4816864334,11/10/2024 0:06
Boxing Beta! 🥊,sketchy laboratory,Ages 9+,5301,914406,629.0M+,Not Supported,Not Supported,5/12/2021,11/9/2024,25,Action,257K+,57K+,https://www.roblox.com/games/6804602922/Boxing-Beta?gameSearchSessionInfo=e9c320f7-ad8b-403b-8476-ef9bd148057e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6804602922&amp;position=0&amp;universeId=2583564222,11/10/2024 0:06
Don't leave the circle!,LightMood Studio,All Ages,4103,124451,214.4M+,Not Supported,Not Supported,11/27/2021,11/4/2024,45,Survival,20K+,16K+,https://www.roblox.com/games/8112999058/Dont-leave-the-circle?gameSearchSessionInfo=f04a15c3-96f6-4bf5-803c-0f0db34f68e3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8112999058&amp;position=0&amp;universeId=3121948493,11/10/2024 0:06
[🎃HALLOWEEN] Vision,Splitline: Vision,All Ages,350,24416,7.3M+,Not Supported,Not Supported,8/30/2024,11/9/2024,50,Sports &amp; Racing,10K+,2655,https://www.roblox.com/games/127587127386958/HALLOWEEN-Vision?gameSearchSessionInfo=5171081b-6af5-489c-8e50-ffd27ee9cb87&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=127587127386958&amp;position=0&amp;universeId=6486727941,11/10/2024 0:06
Venom (Carnage),@MipoBibo,All Ages,46,3644,2.6M+,Not Supported,Not Supported,12/30/2021,2/23/2022,25,Action,696,471,https://www.roblox.com/games/8396722030/Venom-Carnage?gameSearchSessionInfo=ddea0aaa-f888-4359-a09e-4bb0adc4929f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8396722030&amp;position=0&amp;universeId=3213398339,11/10/2024 0:06
Kombsgrab  HALLOWEEN🎃,@tomaMexgatinho,All Ages,33,1130,80.0K+,Not Supported,Not Supported,5/28/2023,11/4/2024,50,N/A,218,52,https://www.roblox.com/games/13571678882/Kombsgrab-HALLOWEEN?gameSearchSessionInfo=3f7d82e6-6a54-466b-98df-db22c3fec9a2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13571678882&amp;position=0&amp;universeId=4715739396,11/10/2024 0:06
 SCP Containment Breach - Part 4! (Working SCP's!),@joshman901,All Ages,5,27880,11.6M+,Not Supported,Not Supported,5/12/2018,11/10/2022,6,N/A,4409,1209,https://www.roblox.com/games/1754152319/SCP-Containment-Breach-Part-4-Working-SCPs?gameSearchSessionInfo=db6f3b73-7203-4bb3-9b35-6a218b7a2ce0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1754152319&amp;position=0&amp;universeId=654065577,11/10/2024 0:06
🌙Poppy Newtime 3,Depot Games,All Ages,18,432,122.2K+,Not Supported,Not Supported,5/28/2024,11/1/2024,50,N/A,104,86,https://www.roblox.com/games/17637208390/Poppy-Newtime-3?gameSearchSessionInfo=31a69469-7f0b-4f78-ada2-d04136fd6631&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17637208390&amp;position=0&amp;universeId=6040178306,11/10/2024 0:06
survive the yoshi,@ISAO_309,All Ages,0,20,6297,Not Supported,Not Supported,8/22/2022,8/22/2022,6,N/A,5,5,https://www.roblox.com/games/10676783017/survive-the-yoshi?gameSearchSessionInfo=b553cc16-ace4-4829-91c4-c0473ab92d83&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10676783017&amp;position=0&amp;universeId=3868763698,11/10/2024 0:06
MrSmartyPants' Cooking Roleplay ,MrSmartyPants,Ages 9+,120,26195,8.4M+,Not Supported,Not Supported,9/30/2022,11/9/2024,100,Roleplay &amp; Avatar Sim,3958,938,https://www.roblox.com/games/11122613490/MrSmartyPants-Cooking-Roleplay?gameSearchSessionInfo=1272c309-fc01-400d-82a2-265bd03e406e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11122613490&amp;position=0&amp;universeId=3979285711,11/10/2024 0:06
Super Store Tycoon 🛍️ - Shop,Pulsar Games.,All Ages,208,66544,11.9M+,Not Supported,Not Supported,11/28/2022,10/4/2024,6,Simulation,29K+,3169,https://www.roblox.com/games/11689178347/Super-Store-Tycoon-Shop?gameSearchSessionInfo=4a603eef-b908-4c03-9c71-0b681e4d138f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11689178347&amp;position=0&amp;universeId=4141113180,11/10/2024 0:06
[🎃] Poppy Playtime 4 (Fan game),@Timothie555,All Ages,16,218,510.8K+,Not Supported,Not Supported,12/7/2022,10/27/2024,15,N/A,39,76,https://www.roblox.com/games/11759028829/Poppy-Playtime-4-Fan-game?gameSearchSessionInfo=c0585531-1d05-49e4-87d1-6688a966846f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11759028829&amp;position=0&amp;universeId=4163033453,11/10/2024 0:06
Cook Burgers,@Sssqd,All Ages,3870,1600447,551.3M+,Not Supported,Not Supported,3/18/2019,10/31/2024,6,Simulation,450K+,100K+,https://www.roblox.com/games/2971329387/Cook-Burgers?gameSearchSessionInfo=4d43cee7-2937-4982-9a6d-83f8235f1702&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2971329387&amp;position=0&amp;universeId=1073273083,11/10/2024 0:06
frog jump practice [100K!] 🎉,@Mr_poppadom,All Ages,2,324,163.4K+,Not Supported,Not Supported,10/11/2021,10/2/2024,50,N/A,313,74,https://www.roblox.com/games/7704735270/frog-jump-practice-100K?gameSearchSessionInfo=150cf6b3-ed4b-4653-b1b3-8741e502d2d1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7704735270&amp;position=0&amp;universeId=2990600175,11/10/2024 0:06
Kohaú Hibachi Restaurant,Kohaú,All Ages,544,223378,40.7M+,Not Supported,Not Supported,11/14/2019,11/9/2024,60,Roleplay &amp; Avatar Sim,66K+,17K+,https://www.roblox.com/games/4375619868/Koha-Hibachi-Restaurant?gameSearchSessionInfo=4281cc5e-0637-4047-9201-9c9d515e4b3e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4375619868&amp;position=0&amp;universeId=1404342734,11/10/2024 0:06
👻 Pablo's Italiano Restaurant,Pablo's,All Ages,220,47148,11.4M+,Not Supported,Not Supported,5/21/2023,11/8/2024,100,Roleplay &amp; Avatar Sim,23K+,5811,https://www.roblox.com/games/13501653252/Pablos-Italiano-Restaurant?gameSearchSessionInfo=de37d6fd-e50e-46f7-bcc9-2ffad19f029c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13501653252&amp;position=0&amp;universeId=4695553503,11/10/2024 0:06
{Content Deleted},@DatBoiC_ROBLOX,All Ages,0,93,51.7K+,Not Supported,Not Supported,6/28/2020,8/10/2020,50,N/A,119,112,https://www.roblox.com/games/5244731220/Content-Deleted?gameSearchSessionInfo=262a5fa7-796d-4109-b9e4-e1fc0a528fa4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5244731220&amp;position=0&amp;universeId=1836293102,11/10/2024 0:06
🎃 Work at a Restaurant Roleplay,Restaurant Roleplay,All Ages,56,43623,13.0M+,Not Supported,Not Supported,1/31/2021,11/8/2024,50,Roleplay &amp; Avatar Sim,23K+,5408,https://www.roblox.com/games/6321891709/Work-at-a-Restaurant-Roleplay?gameSearchSessionInfo=c7a8d04d-3436-473f-beca-118b7ff29d27&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6321891709&amp;position=0&amp;universeId=2336077935,11/10/2024 0:06
Capybara Cleaning Tycoon 🧽,Dynabyte Studios,All Ages,901,1456537,22.2M+,Not Supported,Not Supported,2/3/2024,9/23/2024,6,Simulation,34K+,2211,https://www.roblox.com/games/16225881494/Capybara-Cleaning-Tycoon?gameSearchSessionInfo=9f8f2e92-01e6-419e-a256-3c8d6daa9ac2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16225881494&amp;position=0&amp;universeId=5601185167,11/10/2024 0:06
🌸 Coast Restaurant,Coast,All Ages,19,97389,14.3M+,Not Supported,Not Supported,7/14/2021,10/22/2024,50,Roleplay &amp; Avatar Sim,41K+,7323,https://www.roblox.com/games/7092295725/Coast-Restaurant?gameSearchSessionInfo=2d9f7a55-7aa7-4cd2-bb93-7b804c7f8e08&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7092295725&amp;position=0&amp;universeId=2740191227,11/10/2024 0:06
🌌 Ardour Conveyor Sushi Restaurant,Ardour,All Ages,14,4701,536.5K+,Not Supported,Not Supported,12/25/2020,11/1/2024,50,N/A,627,318,https://www.roblox.com/games/6135290195/Ardour-Conveyor-Sushi-Restaurant?gameSearchSessionInfo=0b05265f-2c59-4ab2-a963-6babf897c15a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6135290195&amp;position=0&amp;universeId=2238017417,11/10/2024 0:06
HUGE Panda Tycoon! 🐼,World of Tycoon,All Ages,2,1271,215.3K+,Not Supported,Not Supported,3/27/2021,10/23/2024,4,N/A,368,172,https://www.roblox.com/games/6571814756/HUGE-Panda-Tycoon?gameSearchSessionInfo=de9d7da7-d249-4ae7-94d7-eb4530d814f1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6571814756&amp;position=0&amp;universeId=2470520180,11/10/2024 0:06
[FALL] 🍂 Kecai Restaurant,Kecai,All Ages,36,86393,15.8M+,Not Supported,Not Supported,7/19/2020,11/9/2024,50,Roleplay &amp; Avatar Sim,25K+,6728,https://www.roblox.com/games/5375160701/FALL-Kecai-Restaurant?gameSearchSessionInfo=46ab3396-f5ec-42d3-a274-2e08341afd0e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5375160701&amp;position=0&amp;universeId=1884073705,11/10/2024 0:07
